nd_texts/1077333.rot-rot-gruen-will-weitermachen https://www.neues-deutschland.de/artikel/1077333.rot-rot-gruen-will-weitermachen.html 2017-12-02 |None| politics |radically left| |['Bildungspolitik', 'Bodo', 'Ramelow', 'Rot-Rot-Grün', 'Thüringen']|
nd_texts/1077327.leiharbeit-equal-pay-regelung-hilft-leiharbeitern-nicht https://www.neues-deutschland.de/artikel/1077327.leiharbeit-equal-pay-regelung-hilft-leiharbeitern-nicht.html 2017-06-08 |Ines Wallrodt| politics |radically left| |['Hessen', 'Leiharbeit', 'Tarifpolitk', 'Zeitarbeit']|
nd_texts/1077326.stille-sms-heimliche-verfolgung https://www.neues-deutschland.de/artikel/1077326.stille-sms-heimliche-verfolgung.html 2018-01-24 |Sebastian Bähr| politics |radically left| |['DIE', 'LINKE', 'Digitalisierung', 'linke', 'Parteien', 'Überwachung']|
nd_texts/1077325.anschlag-auf-ngo-in-afghanistan https://www.neues-deutschland.de/artikel/1077325.anschlag-auf-ngo-in-afghanistan.html 2017-01-25 |None| politics |radically left| |['Afghanistan', 'Asylpolitik', 'Einwanderung', 'Flüchtlinge', 'Kabul']|
nd_texts/1077318.spd-will-keine-mitglieder-auf-zeit https://www.neues-deutschland.de/artikel/1077318.spd-will-keine-mitglieder-auf-zeit.html 2017-11-23 |None| politics |radically left| |['Bundestagswahl', 'CDU', 'Große', 'Koalition', 'Schwarz-Rot', 'SPD']|
nd_texts/1077317.leiharbeit-befristung-ohne-grund https://www.neues-deutschland.de/artikel/1077317.leiharbeit-befristung-ohne-grund.html 2016-05-20 |Roland Bunzenthal| politics |radically left| |['Arbeitsrecht', 'DIE', 'LINKE', 'Leiharbeit', 'Prekäre', 'Beschäftigung']|
nd_texts/1077315.hier-soll-es-quietschen https://www.neues-deutschland.de/artikel/1077315.hier-soll-es-quietschen.html 2018-01-19 |None| politics |radically left| |['Andrea', 'Nahles', 'SPD']|
nd_texts/1077316.buergerversicherung-doppeltes-kassensystem https://www.neues-deutschland.de/artikel/1077316.buergerversicherung-doppeltes-kassensystem.html 2018-01-23 |Silvia Ottow| politics |radically left| |['DIE', 'LINKE', 'SPD']|
nd_texts/1077314.fluechtlingspolitik-weitergehende-haerte https://www.neues-deutschland.de/artikel/1077314.fluechtlingspolitik-weitergehende-haerte.html 2018-01-17 |Uwe Kalbe| politics |radically left| |['CSU', 'SPD']|
nd_texts/1077313.thailand-beschenkt-neugeborene https://www.neues-deutschland.de/artikel/1077313.thailand-beschenkt-neugeborene.html 2017-10-17 |Thomas Berger| politics |radically left| |['Demografie', 'Rentenpolitik', 'Steuerpolitk', 'Thailand']|
nd_texts/1077312.zehntausende-am-mayon-auf-der-flucht https://www.neues-deutschland.de/artikel/1077312.zehntausende-am-mayon-auf-der-flucht.html 2018-01-25 |None| politics |radically left| |['Philippinen']|
nd_texts/1077310.prozess-gegen-gruppe-freital-rasante-radikalisierung https://www.neues-deutschland.de/artikel/1077310.prozess-gegen-gruppe-freital-rasante-radikalisierung.html 2018-01-25 |Hendrik Lasch| politics |radically left| |[]|
nd_texts/1077309.das-braune-netzwerk https://www.neues-deutschland.de/artikel/1077309.das-braune-netzwerk.html 2017-10-19 |Hendrik Lasch| politics |radically left| |['Asylpolitik', 'Dresden', 'Flüchtlinge', 'Rechtsradikalismus', 'Sachsen']|
nd_texts/1077300.tennys-sandgren-in-panik https://www.neues-deutschland.de/artikel/1077300.tennys-sandgren-in-panik.html 2017-06-02 |Oliver Kern| politics |radically left| |['Rechtspopulismus', 'Tennis', 'USA', 'Verschwörung']|
nd_texts/1077295.vergessene-denkmaeler-der-diplomatie https://www.neues-deutschland.de/artikel/1077295.vergessene-denkmaeler-der-diplomatie.html 2018-01-25 |None| politics |radically left| |[]|
nd_texts/1077278.bankhaus-sal-ex-banker-muessen-weiter-zittern https://www.neues-deutschland.de/artikel/1077278.bankhaus-sal-ex-banker-muessen-weiter-zittern.html 2018-01-22 |Hermannus Pfeiffer| politics |radically left| |['Köln', 'Nordrhein-Westfalen']|
nd_texts/1077277.fahrverbote-von-dieselautos-schreckgespenst-fahrverbote https://www.neues-deutschland.de/artikel/1077277.fahrverbote-von-dieselautos-schreckgespenst-fahrverbote.html 2018-01-22 |None| politics |radically left| |['Diesel', 'Düsseldorf', 'Nordrhein-Westfalen', 'Verkehrspolitik']|
nd_texts/1077274.ruestungsexporte-dreiste-dienstleister-von-diktatoren https://www.neues-deutschland.de/artikel/1077274.ruestungsexporte-dreiste-dienstleister-von-diktatoren.html 2014-10-05 |René Heilig| politics |radically left| |['Militarisierung', 'Rüstungsexporte', 'Sigmar', 'Gabriel', 'SPD', 'Waffenhandel']|
nd_texts/1077359.us-justizminister-zu-russland-befragt https://www.neues-deutschland.de/artikel/1077359.us-justizminister-zu-russland-befragt.html 2018-01-13 |None| politics |radically left| |['Donald', 'Trump', 'Russland', 'USA']|
nd_texts/1077360.eu-abgeordnete-warnen-usa-vor-datenzugriff https://www.neues-deutschland.de/artikel/1077360.eu-abgeordnete-warnen-usa-vor-datenzugriff.html 2018-01-20 |None| politics |radically left| |['Europäische', 'Union', 'USA']|
nd_texts/1077361.indien-ausschreitungen-wegen-bollywood-film https://www.neues-deutschland.de/artikel/1077361.indien-ausschreitungen-wegen-bollywood-film.html 2014-06-26 |None| politics |radically left| |['Film', 'Indien']|
nd_texts/1077362.pussy-riot-mitglieder-wollen-asyl-in-schweden https://www.neues-deutschland.de/artikel/1077362.pussy-riot-mitglieder-wollen-asyl-in-schweden.html 2017-11-21 |None| politics |radically left| |['Asylpolitik', 'Flüchtlinge', 'Russland', 'Schweden', 'Wladimir', 'Putin']|
nd_texts/1077358.brasilien-lula-anhaenger-mobilisieren-vor-urteil https://www.neues-deutschland.de/artikel/1077358.brasilien-lula-anhaenger-mobilisieren-vor-urteil.html 2018-01-25 |None| politics |radically left| |['Brasilien']|
nd_texts/1077349.aegypten-zentrum-fuer-folteropfer-erhaelt-preis https://www.neues-deutschland.de/artikel/1077349.aegypten-zentrum-fuer-folteropfer-erhaelt-preis.html 2017-12-19 |None| politics |radically left| |['Ägypten', 'Folter', 'Menschenrechte']|
nd_texts/1077346.puigdemont-trifft-sich-mit-torrent-in-bruessel https://www.neues-deutschland.de/artikel/1077346.puigdemont-trifft-sich-mit-torrent-in-bruessel.html 2017-12-23 |None| politics |radically left| |['Belgien', 'Spanien']|
nd_texts/1077347.tschechische-regierung-ist-zurueckgetreten https://www.neues-deutschland.de/artikel/1077347.tschechische-regierung-ist-zurueckgetreten.html 2018-01-25 |None| politics |radically left| |['Tschechien']|
nd_texts/1077348.eu-parlament-gedenkt-holocaust https://www.neues-deutschland.de/artikel/1077348.eu-parlament-gedenkt-holocaust.html 2018-01-19 |None| politics |radically left| |['Antisemitismus', 'Europäische', 'Union', 'Holocaust', 'Juden', 'Sinti', 'und', 'Roma']|
nd_texts/1077344.weiterer-prozess-gegen-in-berlin-entfuehrten-vietnamesen-begonnen https://www.neues-deutschland.de/artikel/1077344.weiterer-prozess-gegen-in-berlin-entfuehrten-vietnamesen-begonnen.html 2018-01-12 |None| politics |radically left| |['Berlin', 'Kriminalität', 'Vietnam']|
nd_texts/1077345.nawalny-klagt-vor-menschenrechtsgericht https://www.neues-deutschland.de/artikel/1077345.nawalny-klagt-vor-menschenrechtsgericht.html 2017-12-01 |None| politics |radically left| |['Menschenrechte', 'Russland']|
nd_texts/1077338.linke-will-karenzzeit-fuer-ex-minister https://www.neues-deutschland.de/artikel/1077338.linke-will-karenzzeit-fuer-ex-minister.html 2018-01-24 |None| politics |radically left| |['DIE', 'LINKE', 'linke', 'Parteien', 'Sachsen-Anhalt']|
nd_texts/1077339.durchschnittswohnung-hat-quadratmeter https://www.neues-deutschland.de/artikel/1077339.durchschnittswohnung-hat-quadratmeter.html 2018-01-25 |None| politics |radically left| |['Sachsen-Anhalt', 'Wohnen']|
nd_texts/1077340.bayern-will-regionale-strecken-elektrifizieren https://www.neues-deutschland.de/artikel/1077340.bayern-will-regionale-strecken-elektrifizieren.html 2018-01-24 |None| politics |radically left| |['Bahnverkehr', 'Bayern', 'Verkehrspolitik']|
nd_texts/1077337.kreisverband-der-volkssolidaritaet-muss-geldanlagen-zurueckzahlen https://www.neues-deutschland.de/artikel/1077337.kreisverband-der-volkssolidaritaet-muss-geldanlagen-zurueckzahlen.html 2018-01-11 |None| politics |radically left| |['Mecklenburg-Vorpommern', 'Rostock']|
nd_texts/1077299.koeln-strassenmusik-mit-verstaerkern-verboten https://www.neues-deutschland.de/artikel/1077299.koeln-strassenmusik-mit-verstaerkern-verboten.html 2017-04-18 |None| politics |radically left| |['Köln', 'Musik', 'Nordrhein-Westfalen']|
nd_texts/1077298.gewaesserschuetzer-zu-viel-nitrat-in-der-saale https://www.neues-deutschland.de/artikel/1077298.gewaesserschuetzer-zu-viel-nitrat-in-der-saale.html 2018-01-25 |None| politics |radically left| |[]|
nd_texts/1077297.mehr-pruefrechte-fuer-den-landesrechnungshof https://www.neues-deutschland.de/artikel/1077297.mehr-pruefrechte-fuer-den-landesrechnungshof.html 2017-12-15 |None| politics |radically left| |['DIE', 'LINKE', 'Landesrechnungshof', 'Mecklenburg-Vorpommern']|
nd_texts/1077272.protest-gegen-braunkohle-hambacher-forst-neun-aktivisten-nach-blockaden-in-haft https://www.neues-deutschland.de/artikel/1077272.protest-gegen-braunkohle-hambacher-forst-neun-aktivisten-nach-blockaden-in-haft.html 2017-11-29 |None| politics |radically left| |['Aktivismus', 'Blockade', 'Braunkohle', 'Hambacher', 'Forst', 'Umwelt']|
nd_texts/1077271.rechtes-netzwerk-rechtsradikale-zelle-polizei-nimmt-vier-neonazis-fest https://www.neues-deutschland.de/artikel/1077271.rechtes-netzwerk-rechtsradikale-zelle-polizei-nimmt-vier-neonazis-fest.html 2017-12-19 |None| politics |radically left| |['Hessen', 'Neonazi', 'Rassismus', 'Rechtsextremismus', 'Rechtsradikal']|
nd_texts/1077269.linksunten-indymedia-euro-geldstrafe-fuer-verbotenes-linkes-logo https://www.neues-deutschland.de/artikel/1077269.linksunten-indymedia-euro-geldstrafe-fuer-verbotenes-linkes-logo.html 2017-08-25 |None| politics |radically left| |['linke', 'Bewegung', 'Linksradikalismus', 'Meinungsfreiheit']|
nd_texts/1077268.ankaras-krieg-gegen-die-kurden-wagenknecht-fordert-bundeswehrabzug-aus-der-tuerkei https://www.neues-deutschland.de/artikel/1077268.ankaras-krieg-gegen-die-kurden-wagenknecht-fordert-bundeswehrabzug-aus-der-tuerkei.html 2018-01-24 |None| politics |radically left| |['Bundeswehr', 'Kurden', 'Sahra', 'Wagenknecht', 'Syrien', 'Türkei']|
nd_texts/1077267.afd-im-bundestag-linke-lehnt-afd-kandidaten-fuer-vorsitz-im-haushaltsausschuss-ab https://www.neues-deutschland.de/artikel/1077267.afd-im-bundestag-linke-lehnt-afd-kandidaten-fuer-vorsitz-im-haushaltsausschuss-ab.html 2017-10-04 |None| politics |radically left| |['AfD', 'Bundestag', 'LINKE']|
nd_texts/1077266.waffen-made-in-germany-ruestungsexporte-unter-schwarz-rot-auf-rekordhoch https://www.neues-deutschland.de/artikel/1077266.waffen-made-in-germany-ruestungsexporte-unter-schwarz-rot-auf-rekordhoch.html 2016-06-13 |None| politics |radically left| |['Rüstungsexporte', 'Waffenhandel']|
nd_texts/1077264.stille-sms-und-funkzellenabfrage-schnueffelbehoerden-verstaerken-handyueberwachung https://www.neues-deutschland.de/artikel/1077264.stille-sms-und-funkzellenabfrage-schnueffelbehoerden-verstaerken-handyueberwachung.html 2012-02-13 |None| politics |radically left| |['Bundeskriminalamt', 'Bundespolizei', 'Funkzellen', 'Überwachung', 'Verfassungsschutz']|
nd_texts/1077262.abschiebung-von-fluechtlingen-mehr-als-asylantraege-von-afghanen-abgelehnt https://www.neues-deutschland.de/artikel/1077262.abschiebung-von-fluechtlingen-mehr-als-asylantraege-von-afghanen-abgelehnt.html 2018-01-21 |None| politics |radically left| |['Abschiebung', 'Afghanistan', 'Anschlag', 'Flüchtlinge']|
nd_texts/1077254.afd-stellt-drei-ausschuss-chefs https://www.neues-deutschland.de/artikel/1077254.afd-stellt-drei-ausschuss-chefs.html 2018-01-24 |None| politics |radically left| |['AfD']|
nd_texts/1077253.ratenzahlung-an-griechenland https://www.neues-deutschland.de/artikel/1077253.ratenzahlung-an-griechenland.html 2017-11-23 |None| politics |radically left| |['Bildungspolitik', 'Eurogruppe', 'Europäische', 'Union', 'Griechenland', 'Verschuldung']|
nd_texts/1077252.partnerschaft-gegen-chemiewaffen https://www.neues-deutschland.de/artikel/1077252.partnerschaft-gegen-chemiewaffen.html 2017-12-19 |None| politics |radically left| |['Frankreich', 'Syrien']|
nd_texts/1077251.die-welt-laesst-tuerkische-armee-gewaehren https://www.neues-deutschland.de/artikel/1077251.die-welt-laesst-tuerkische-armee-gewaehren.html 2018-01-22 |Nelli Tügel| politics |radically left| |['DIE', 'LINKE', 'Kurden', 'Syrien', 'Türkei', 'UNO', 'USA']|
nd_texts/1077241.bolton-harrt-aus https://www.neues-deutschland.de/artikel/1077241.bolton-harrt-aus.html 2018-01-24 |Ian King| politics |radically left| |[]|
nd_texts/1077240.wohnungsbaupolitik-der-spd-nicht-jeder-neubau-hilft https://www.neues-deutschland.de/artikel/1077240.wohnungsbaupolitik-der-spd-nicht-jeder-neubau-hilft.html 2018-01-24 |Nicolas Šustr| politics |radically left| |['Berlin', 'Mieten', 'Wohnen']|
nd_texts/1077223.afrin-krieg-kampf-um-afrin-auch-in-deutschland https://www.neues-deutschland.de/artikel/1077223.afrin-krieg-kampf-um-afrin-auch-in-deutschland.html 2017-12-14 |Sebastian Bähr| politics |radically left| |['DIE', 'LINKE', 'Flugverkehr', 'Islam', 'linke', 'Parteien', 'Sachsen', 'Türkei']|
nd_texts/1077213.abschiebung-unzumutbar-fuer-polizisten https://www.neues-deutschland.de/artikel/1077213.abschiebung-unzumutbar-fuer-polizisten.html 2018-01-06 |Uwe Kalbe| politics |radically left| |['Afghanistan', 'Asylpolitik', 'Flüchtlinge']|
nd_texts/1077212.orden-verkuerzen-die-wartezeit https://www.neues-deutschland.de/artikel/1077212.orden-verkuerzen-die-wartezeit.html 2018-01-22 |Markus Drescher| politics |radically left| |['Angela', 'Merkel', 'Bildungspolitik', 'DIE', 'LINKE', 'Gregor', 'Gysi', 'SPD']|
nd_texts/1077209.hilfe-fuer-dableiber-und-rueckkehrer https://www.neues-deutschland.de/artikel/1077209.hilfe-fuer-dableiber-und-rueckkehrer.html 2016-12-27 |None| politics |radically left| |['Einwanderung', 'Senegal']|
nd_texts/1077210.deutschland-verschleppt-uno-meldung https://www.neues-deutschland.de/artikel/1077210.deutschland-verschleppt-uno-meldung.html 2018-01-09 |None| politics |radically left| |['Angela', 'Merkel', 'Asylpolitik', 'Flüchtlinge', 'UNO']|
nd_texts/1077211.bundestag-einigt-sich-auf-ausschuesse https://www.neues-deutschland.de/artikel/1077211.bundestag-einigt-sich-auf-ausschuesse.html 2018-01-19 |None| politics |radically left| |['AfD', 'Digitalisierung', 'SPD']|
nd_texts/1077204.im-banne-der-trumpokalypse https://www.neues-deutschland.de/artikel/1077204.im-banne-der-trumpokalypse.html 2018-01-02 |Oliver Eberhardt| politics |radically left| |['Donald', 'Trump', 'Israel', 'Jerusalem', 'Nahost', 'Palästina', 'USA']|
nd_texts/1077203.die-eu-erneut-gespalten https://www.neues-deutschland.de/artikel/1077203.die-eu-erneut-gespalten.html 2018-01-18 |None| politics |radically left| |['Europäische', 'Union', 'Nahost', 'Palästina', 'USA']|
nd_texts/1077202.kuehler-empfang-fuer-trumps-emissaer https://www.neues-deutschland.de/artikel/1077202.kuehler-empfang-fuer-trumps-emissaer.html 2018-01-18 |None| politics |radically left| |['Ägypten', 'Donald', 'Trump', 'Israel', 'Jerusalem', 'Nahost', 'USA']|
nd_texts/1077182.madrid-will-puigdemont-ausbremsen https://www.neues-deutschland.de/artikel/1077182.madrid-will-puigdemont-ausbremsen.html 2018-01-24 |None| politics |radically left| |['Spanien']|
nd_texts/1077183.nawalny-ruft-zum-waehlerstreik https://www.neues-deutschland.de/artikel/1077183.nawalny-ruft-zum-waehlerstreik.html 2018-01-17 |None| politics |radically left| |['Russland', 'Wladimir', 'Putin']|
nd_texts/1077181.k-ein-reintegrationsgesetz https://www.neues-deutschland.de/artikel/1077181.k-ein-reintegrationsgesetz.html 2017-11-29 |Denis Trubetskoy| politics |radically left| |['Belarus', 'Russland', 'Ukraine']|
nd_texts/1077175.usa-ende-der-budgetsperre https://www.neues-deutschland.de/artikel/1077175.usa-ende-der-budgetsperre.html 2018-01-16 |Olaf Standke| politics |radically left| |['Donald', 'Trump', 'Einwanderung', 'USA']|
nd_texts/1077174.afrin-krieg-erdogan-schliesst-die-reihen https://www.neues-deutschland.de/artikel/1077174.afrin-krieg-erdogan-schliesst-die-reihen.html 2017-04-01 |Nelli Tügel| politics |radically left| |['AKP', 'HDP', 'linke', 'Parteien', 'Türkei']|
nd_texts/1077168.farc-guerilla-ein-hauch-von-versoehnung https://www.neues-deutschland.de/artikel/1077168.farc-guerilla-ein-hauch-von-versoehnung.html 2018-01-24 |Knut Henkel| politics |radically left| |[]|
nd_texts/1077167.die-potenziellen-personenschuetzer-werden-auf-herz-und-nieren-ueberprueft https://www.neues-deutschland.de/artikel/1077167.die-potenziellen-personenschuetzer-werden-auf-herz-und-nieren-ueberprueft.html 2018-01-08 |None| politics |radically left| |['Friedensbewegung', 'Guerilla', 'Linksradikalismus']|
nd_texts/1077159.ein-rathaus-ohne-ratssaal https://www.neues-deutschland.de/artikel/1077159.ein-rathaus-ohne-ratssaal.html 2018-01-24 |None| politics |radically left| |[]|
nd_texts/1077158.weltreisen-durch-thueringen https://www.neues-deutschland.de/artikel/1077158.weltreisen-durch-thueringen.html 2017-11-14 |Sebastian Haak| politics |radically left| |['Bahnverkehr', 'Thüringen', 'Verkehrspolitik']|
nd_texts/1077157.tourismusboom-in-bremen-wie-viele-hotels-vertraegt-die-stadt https://www.neues-deutschland.de/artikel/1077157.tourismusboom-in-bremen-wie-viele-hotels-vertraegt-die-stadt.html 2018-01-19 |None| politics |radically left| |['Bahnverkehr', 'Bremen', 'Hotels', 'Tourismus', 'Verkehrspolitik']|
nd_texts/1077156.nrw-wurde-durchloechert-wie-ein-schweizer-kaese https://www.neues-deutschland.de/artikel/1077156.nrw-wurde-durchloechert-wie-ein-schweizer-kaese.html 2017-11-10 |None| politics |radically left| |['Digitalisierung', 'Nordrhein-Westfalen', 'Schweiz']|
nd_texts/1077151.das-moorloch-von-tribsees-frisst-vier-jahre https://www.neues-deutschland.de/artikel/1077151.das-moorloch-von-tribsees-frisst-vier-jahre.html 2018-01-19 |None| politics |radically left| |['Mecklenburg-Vorpommern', 'Verkehrspolitik']|
nd_texts/1077149.usedomer-wollen-schnelle-bahnanbindung https://www.neues-deutschland.de/artikel/1077149.usedomer-wollen-schnelle-bahnanbindung.html 2018-01-23 |None| politics |radically left| |['Bahnverkehr', 'Berlin', 'Mecklenburg-Vorpommern', 'Verkehrspolitik']|
nd_texts/1077147.alexej-nawalny-nawalny-ruft-zum-waehlerstreik https://www.neues-deutschland.de/artikel/1077147.alexej-nawalny-nawalny-ruft-zum-waehlerstreik.html 2015-03-10 |None| politics |radically left| |['Opposition', 'Präsidentschaftswahl', 'Putin', 'Russland']|
nd_texts/1077227.ruf-nach-barrierefreien-programmen https://www.neues-deutschland.de/artikel/1077227.ruf-nach-barrierefreien-programmen.html 2018-01-24 |None| politics |radically left| |['Barrierefreiheit', 'Öffentlich-Rechtlicher', 'Rundfunk']|
nd_texts/1077224.jeder-dritte-fuehlt-sich-digital-ueberfordert https://www.neues-deutschland.de/artikel/1077224.jeder-dritte-fuehlt-sich-digital-ueberfordert.html 2018-01-24 |None| politics |radically left| |['Digitalisierung']|
nd_texts/1077225.aerzte-fordern-impfpflicht-gegen-masern https://www.neues-deutschland.de/artikel/1077225.aerzte-fordern-impfpflicht-gegen-masern.html 2018-01-24 |None| politics |radically left| |['Guatemala', 'Impfung']|
nd_texts/1077226.ramelow-wirbt-fuer-zweite-rot-rot-gruene-legislatur https://www.neues-deutschland.de/artikel/1077226.ramelow-wirbt-fuer-zweite-rot-rot-gruene-legislatur.html 2018-01-06 |None| politics |radically left| |['Bodo', 'Ramelow', 'Digitalisierung', 'Thüringen']|
nd_texts/1077186.fluechtlinge-aus-pazifik-lagern-in-die-usa https://www.neues-deutschland.de/artikel/1077186.fluechtlinge-aus-pazifik-lagern-in-die-usa.html 2017-01-31 |None| politics |radically left| |['Asylpolitik', 'Australien', 'Flüchtlinge', 'USA']|
nd_texts/1077184.sieben-tote-bei-angriff-in-kolumbien https://www.neues-deutschland.de/artikel/1077184.sieben-tote-bei-angriff-in-kolumbien.html 2018-01-09 |None| politics |radically left| |['Guerilla', 'Kolumbien', 'Linksradikalismus']|
nd_texts/1077185.un-sondergesandter-fuer-jemen-hoert-auf https://www.neues-deutschland.de/artikel/1077185.un-sondergesandter-fuer-jemen-hoert-auf.html 2017-10-30 |None| politics |radically left| |['Jemen', 'UNO']|
nd_texts/1077176.robustere-gegenwehr-von-un-blauhelmen https://www.neues-deutschland.de/artikel/1077176.robustere-gegenwehr-von-un-blauhelmen.html 2018-01-24 |None| politics |radically left| |['UNO']|
nd_texts/1077177.litauen-frankreich-verstaerkt-nato-verbaende https://www.neues-deutschland.de/artikel/1077177.litauen-frankreich-verstaerkt-nato-verbaende.html 2017-09-14 |None| politics |radically left| |['Frankreich', 'Litauen', 'NATO']|
nd_texts/1077178.wahlen-in-thailand-wohl-erst-naechstes-jahr https://www.neues-deutschland.de/artikel/1077178.wahlen-in-thailand-wohl-erst-naechstes-jahr.html 2018-01-24 |None| politics |radically left| |['Thailand']|
nd_texts/1077179.delegation-aus-seoul-in-nordkorea https://www.neues-deutschland.de/artikel/1077179.delegation-aus-seoul-in-nordkorea.html 2018-01-18 |None| politics |radically left| |['KDVR', 'Südkorea']|
nd_texts/1077162.rheinland-pfalz-erzielt-erneut-etat-ueberschuss https://www.neues-deutschland.de/artikel/1077162.rheinland-pfalz-erzielt-erneut-etat-ueberschuss.html 2018-01-24 |None| politics |radically left| |['Rheinland-Pfalz']|
nd_texts/1077160.grosse-lawinengefahr-in-den-alpen-zahlreiche-strassen-wurden-gesperrt https://www.neues-deutschland.de/artikel/1077160.grosse-lawinengefahr-in-den-alpen-zahlreiche-strassen-wurden-gesperrt.html 2017-10-13 |None| politics |radically left| |['Bayern', 'Österreich']|
nd_texts/1077161.warnstreik-stoert-busverkehr-empfindlich https://www.neues-deutschland.de/artikel/1077161.warnstreik-stoert-busverkehr-empfindlich.html 2018-01-24 |None| politics |radically left| |['Mecklenburg-Vorpommern', 'verdi', 'Verkehrspolitik']|
nd_texts/1077154.halles-haushalt-fuer-wurde-genehmigt https://www.neues-deutschland.de/artikel/1077154.halles-haushalt-fuer-wurde-genehmigt.html 2018-01-20 |None| politics |radically left| |['Magdeburg', 'Sachsen-Anhalt']|
nd_texts/1077155.nordsachsens-waelder-bis-auf-weiteres-gesperrt https://www.neues-deutschland.de/artikel/1077155.nordsachsens-waelder-bis-auf-weiteres-gesperrt.html 2018-01-24 |None| politics |radically left| |[]|
nd_texts/1077152.untersuchung-zu-folgen-des-kerosin-ablassens-in-der-luft-gefordert https://www.neues-deutschland.de/artikel/1077152.untersuchung-zu-folgen-des-kerosin-ablassens-in-der-luft-gefordert.html 2017-09-14 |None| politics |radically left| |['Die', 'Grünen', 'Flugverkehr', 'Rheinland-Pfalz']|
nd_texts/1077153.bund-flaechentausch-in-schierke-gesetzeswidrig https://www.neues-deutschland.de/artikel/1077153.bund-flaechentausch-in-schierke-gesetzeswidrig.html 2017-12-21 |None| politics |radically left| |['BUND', 'Naturschutz', 'Reiner', 'Haseloff', 'Umweltschutz']|
nd_texts/1077148.bundestag-afd-uebernimmt-vorsitz-in-drei-ausschuessen https://www.neues-deutschland.de/artikel/1077148.bundestag-afd-uebernimmt-vorsitz-in-drei-ausschuessen.html 2017-10-18 |None| politics |radically left| |['AfD', 'Bundestag', 'Haushalt', 'Rechtspopulismus']|
nd_texts/1077146.angriff-auf-afrin-linke-keine-unterstuetzung-des-tuerkischen-angriffskrieges-in-afrin https://www.neues-deutschland.de/artikel/1077146.angriff-auf-afrin-linke-keine-unterstuetzung-des-tuerkischen-angriffskrieges-in-afrin.html 2018-01-19 |None| politics |radically left| |['Erdogan', 'Krieg', 'Kurden', 'Syrien', 'Türkei']|
