../neues-deutschland/nd_texts/1065615.antira-besser-connected https://www.neues-deutschland.de/artikel/1065615.antira-besser-connected.html 2017-10-04 |Tim Zülch| leftist_movement |radically left| ['Antifa']
|../jungle/articles/0157_Das Ende der Illusionen.txt| https://jungle.world/artikel/2018/02/das-ende-der-illusionen 2018-01-11 |Jörn Schulz| thema []
../derfreitag/data/391.txt https://www.freitag.de/autoren/der-freitag/bewegtbilder-to-go 2015-05-27 |['Patrisse Khan-Cullors']| None
|../jungle/articles/3660_Keine Liebe für den Schreibtisch.txt| https://jungle.world/artikel/2017/03/keine-liebe-fuer-den-schreibtisch 2017-01-19 |Ruben Schenzle| inland []
../neues-deutschland/nd_texts/1006172.spendensammlung-fuer-grundeinkommen-in-der-schweiz https://www.neues-deutschland.de/artikel/1006172.spendensammlung-fuer-grundeinkommen-in-der-schweiz.html 2016-03-23 None leftist_movement |radically left| |['Bedingungsloses', 'Grundeinkommen', 'Schweiz']|
../neues-deutschland/nd_texts/1070175.menschenrechtsverletzungen-durch-konzerne-amnesty-unternehmen-profitieren-von-kinderarbeit-in-kongo https://www.neues-deutschland.de/artikel/1070175.menschenrechtsverletzungen-durch-konzerne-amnesty-unternehmen-profitieren-von-kinderarbeit-in-kongo.html 2017-11-14 None economy/environment |radically left| |['Amnesty', 'International', 'Kongo', 'Menschenrechte', 'Menschenrechtsverletzungen', 'Rohstoffe']|
../neues-deutschland/nd_texts/1072586.rechtswidrig-und-nicht-akzeptabel https://www.neues-deutschland.de/artikel/1072586.rechtswidrig-und-nicht-akzeptabel.html 2016-12-22 None economy/environment |radically left| |['Landesrechnungshof', 'Mecklenburg-Vorpommern']|
../nachdenkseiten/articles/27770.txt http://www.nachdenkseiten.de/?p=27770 2015-10-01 |Albrecht Müller| |['Außen- und Sicherheitspolitik', 'Kampagnen / Tarnworte / Neusprech', 'Länderberichte']|
../neues-deutschland/nd_texts/1076871.tuerkische-armee-greift-in-nordsyrien-an https://www.neues-deutschland.de/artikel/1076871.tuerkische-armee-greift-in-nordsyrien-an.html 2018-01-16 |Nelli Tügel| politics |radically left| |['Kurden', 'Türkei']|
|../jungle/articles/0682_Längst überfällig.txt| https://jungle.world/artikel/2017/46/laengst-ueberfaellig 2017-11-16 |Alexander Nabert| id-57663 []
../neues-deutschland/nd_texts/1073359.nach-dem-geschmack-der-chefs https://www.neues-deutschland.de/artikel/1073359.nach-dem-geschmack-der-chefs.html 2017-12-01 None leftist_movement |radically left| |['Betriebsrat', 'Flugverkehr', 'Tarifpolitk', 'verdi']|
../neues-deutschland/nd_texts/1075117.telefonate-ueber-die-grenze https://www.neues-deutschland.de/artikel/1075117.telefonate-ueber-die-grenze.html 2018-01-03 None politics |radically left| |['KDVR', 'Südkorea']|
../derfreitag/data/15.txt https://www.freitag.de/autoren/ckammenhuber/die-kunst-der-faelschung 2017-03-23 |['Patrisse Khan-Cullors','Che Nie']| None
../neues-deutschland/nd_texts/1067316.nafta-wird-weiterverhandelt https://www.neues-deutschland.de/artikel/1067316.nafta-wird-weiterverhandelt.html 2017-10-13 None economy/environment |radically left| |['Freihandel', 'USA']|
|../jungle/articles/4112_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
|../jungle/articles/0457_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|../jungle/articles/2496_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
../neues-deutschland/nd_texts/990258.zeichen-auf-streik https://www.neues-deutschland.de/artikel/990258.zeichen-auf-streik.html 2015-11-06 None leftist_movement |radically left| []
../neues-deutschland/nd_texts/1071251.der-winter-ist-eingeplant https://www.neues-deutschland.de/artikel/1071251.der-winter-ist-eingeplant.html 2017-11-25 None economy/environment |radically left| ['Sachsen-Anhalt']
|../jungle/articles/4804_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|../jungle/articles/3950_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
../nachdenkseiten/articles/40429.txt http://www.nachdenkseiten.de/?p=40429 2017-10-05 |Jens Berger| |['Außen- und Sicherheitspolitik', 'Audio-Podcast', 'einzelne Politiker', 'Lobbyorganisationen und interessengebundene Wissenschaft', 'Wahlen']|
../derfreitag/data/1.txt https://www.freitag.de/autoren/columbus/angeschlagene-boeden-meere-und-urwaelder 2016-06-09 |['Patrisse Khan-Cullors','Ehemaliger Nutzer','Anne Mohnen','Ostello Jaeger','Heinz Lambarth']| None
|../jungle/articles/1109_Mit Würde den Schwanz einziehen.txt| https://jungle.world/artikel/2017/40/mit-wuerde-den-schwanz-einziehen 2017-10-05 |Leo Fischer| dschungel []
../derfreitag/data/498.txt https://www.freitag.de/autoren/der-freitag/a2013z-maut 2013-12-07 |['Patrisse Khan-Cullors','I.D.A. Liszt']| None
../nachdenkseiten/articles/35183.txt http://www.nachdenkseiten.de/?p=35183 2016-09-27 |Jens Berger| |['Audio-Podcast', 'Friedenspolitik', 'Interviews', 'Militäreinsätze/Kriege']|
../nachdenkseiten/articles/35161.txt http://www.nachdenkseiten.de/?p=35161 2016-09-26 |Jens Berger| |['Aufrüstung', 'Friedenspolitik', 'Interviews', 'Kampagnen / Tarnworte / Neusprech']|
|../jungle/articles/4579_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
../neues-deutschland/nd_texts/1076447.verschluesselte-proteste https://www.neues-deutschland.de/artikel/1076447.verschluesselte-proteste.html 2018-01-17 |Florian Brand| leftist_movement |radically left| |['Demonstration', 'Iran', 'Protestbewegung']|
|../jungle/articles/0827_Die Messerattacke.txt| https://jungle.world/artikel/2017/44/die-messerattacke 2017-11-02 |Ute Weinmann| hotspot []
../nachdenkseiten/articles/36673.txt http://www.nachdenkseiten.de/?p=36673 2017-01-19 Redaktion |['Hinweise des Tages']|
|../jungle/articles/2091_Die Seelen der Polizisten.txt| https://jungle.world/artikel/2017/25/die-seelen-der-polizisten 2017-06-22 |Gabriele Haefs| dschungel []
../neues-deutschland/nd_texts/1075313.klausurtagung-in-seeon-csu-schliesst-rechte-flanke https://www.neues-deutschland.de/artikel/1075313.klausurtagung-in-seeon-csu-schliesst-rechte-flanke.html 2018-01-03 |Rudolf Stumberger| politics |radically left| |['Alexander', 'Dobrindt', 'Asylpolitik', 'CSU', 'Flüchtlinge', 'Konservative']|
|../jungle/articles/1789_Strafe soll sein.txt| https://jungle.world/artikel/2017/29/strafe-soll-sein 2017-07-20 |Stefan Dietl| thema []
../nachdenkseiten/articles/37969.txt http://www.nachdenkseiten.de/?p=37969 2017-04-21 Redaktion |['Hinweise des Tages']|
../nachdenkseiten/articles/27747.txt http://www.nachdenkseiten.de/?p=27747 2015-09-29 |Albrecht Müller| |['Außen- und Sicherheitspolitik', 'Medienkritik']|
../neues-deutschland/nd_texts/1075083.riestern-ist-haeufig-zu-teuer https://www.neues-deutschland.de/artikel/1075083.riestern-ist-haeufig-zu-teuer.html 2018-01-04 None economy/environment |radically left| ['Rentenpolitik']
../nachdenkseiten/articles/34548.txt http://www.nachdenkseiten.de/?p=34548 2016-08-09 |Jens Berger| |['Audio-Podcast', 'Denkfehler Wirtschaftsdebatte', 'Steuern und Abgaben', 'USA', 'Wahlen']|
../nachdenkseiten/articles/41306.txt http://www.nachdenkseiten.de/?p=41306 2017-11-28 Redaktion |['Hinweise des Tages']|
../nachdenkseiten/articles/37662.txt http://www.nachdenkseiten.de/?p=37662 2017-04-03 Redaktion |['Hinweise des Tages']|
../neues-deutschland/nd_texts/1077346.puigdemont-trifft-sich-mit-torrent-in-bruessel https://www.neues-deutschland.de/artikel/1077346.puigdemont-trifft-sich-mit-torrent-in-bruessel.html 2017-12-23 None politics |radically left| |['Belgien', 'Spanien']|
|../jungle/articles/4010_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|../jungle/articles/0534_Musik für Häher und Krähen.txt| https://jungle.world/artikel/2017/48/musik-fuer-haeher-und-kraehen 2017-11-30 |Du Pham| dschungel []
|../jungle/articles/3045_Die Alternative fehlt.txt| https://jungle.world/artikel/2017/14/die-alternative-fehlt 2017-04-06 |Doerte Letzmann| ausland []
../derfreitag/data/1072.txt https://www.freitag.de/autoren/peter-nowak/eine-generation-die-nichts-erlebt-hat 2014-04-13 |['Patrisse Khan-Cullors']| None
../neues-deutschland/nd_texts/1068006.neue-standorte-fuer-flutungspolder https://www.neues-deutschland.de/artikel/1068006.neue-standorte-fuer-flutungspolder.html 2017-06-08 None economy/environment |radically left| |['Hochwasser', 'Sachsen-Anhalt']|
../nachdenkseiten/articles/40584.txt http://www.nachdenkseiten.de/?p=40584 2017-10-13 Redaktion |['Hinweise des Tages']|
../nachdenkseiten/articles/29251.txt http://www.nachdenkseiten.de/?p=29251 2015-12-01 Redaktion |['Hinweise des Tages']|
|../jungle/articles/1221_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
../derfreitag/data/334.txt https://www.freitag.de/autoren/joerg-augsburg/die-bier-falle 2012-06-26 |['Patrisse Khan-Cullors','Ehemaliger Nutzer']| None
../neues-deutschland/nd_texts/1075573.macron-warnt-vor-hegemonie-chinas https://www.neues-deutschland.de/artikel/1075573.macron-warnt-vor-hegemonie-chinas.html 2018-01-09 None politics |radically left| ['China']
../neues-deutschland/nd_texts/1077262.abschiebung-von-fluechtlingen-mehr-als-asylantraege-von-afghanen-abgelehnt https://www.neues-deutschland.de/artikel/1077262.abschiebung-von-fluechtlingen-mehr-als-asylantraege-von-afghanen-abgelehnt.html 2018-01-21 None politics |radically left| |['Abschiebung', 'Afghanistan', 'Anschlag', 'Flüchtlinge']|
../nachdenkseiten/articles/34146.txt http://www.nachdenkseiten.de/?p=34146 2016-07-08 Redaktion |['Hinweise des Tages']|
../nachdenkseiten/articles/35390.txt http://www.nachdenkseiten.de/?p=35390 2016-10-13 |Albrecht Müller| |['Audio-Podcast', 'Ideologiekritik', 'Soziale Bewegungen', 'Strategien der Meinungsmache']|
../nachdenkseiten/articles/30131.txt http://www.nachdenkseiten.de/?p=30131 2016-01-11 Redaktion |['Hinweise des Tages']|
../nachdenkseiten/articles/27926.txt http://www.nachdenkseiten.de/?p=27926 2015-10-14 |Jens Berger| |['Hinweise des Tages']|
|../jungle/articles/1196_Alles andere als ein toter Hund.txt| https://jungle.world/artikel/2017/38/alles-andere-als-ein-toter-hund 2017-09-21 |Roger Behrens| dschungel []
|../jungle/articles/4160_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
../neues-deutschland/nd_texts/1063025.auswahl-nach-kleidergroesse-unzulaessig https://www.neues-deutschland.de/artikel/1063025.auswahl-nach-kleidergroesse-unzulaessig.html 2017-07-28 None leftist_movement |radically left| |['Flugverkehr', 'Russland']|
|../jungle/articles/0231_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
../neues-deutschland/nd_texts/1076248.klimawandel-weltklimarat-haelt-grad-ziel-fuer-kaum-noch-erreichbar https://www.neues-deutschland.de/artikel/1076248.klimawandel-weltklimarat-haelt-grad-ziel-fuer-kaum-noch-erreichbar.html 2016-11-18 None economy/environment |radically left| |['Klimaabkommen', 'Klimawandel', 'Weltklimarat']|
|../jungle/articles/1756_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
|../jungle/articles/2850_Tödliche Regenfälle.txt| https://jungle.world/artikel/2017/17/toedliche-regenfaelle 2017-04-27 |Knut Henkel| seite-16 []
../nachdenkseiten/articles/27574.txt http://www.nachdenkseiten.de/?p=27574 2015-09-16 |Jens Berger| |['Hinweise des Tages']|
../nachdenkseiten/articles/34811.txt http://www.nachdenkseiten.de/?p=34811 2016-08-30 Redaktion ['Videohinweise']
../derfreitag/data/374.txt https://www.freitag.de/autoren/der-freitag/popstar-ist-wer-in-berlin-gelebt-hat 2013-01-09 |['Patrisse Khan-Cullors','Barbara Muerdter','Michael Angele','Ehemaliger Nutzer','Jörg Augsburg','Erich Landsberger']| None
../neues-deutschland/nd_texts/1077074.wieder-abschiebeflug-nach-kabul https://www.neues-deutschland.de/artikel/1077074.wieder-abschiebeflug-nach-kabul.html 2017-01-21 None politics |radically left| |['Afghanistan', 'Asylpolitik', 'DIE', 'LINKE', 'Düsseldorf', 'Flüchtlinge', 'Flugverkehr', 'Kabul', 'Nordrhein-Westfalen']|
|../jungle/articles/3386_Eine sehr deutsche Presseagentur.txt| https://jungle.world/artikel/2017/08/eine-sehr-deutsche-presseagentur 2017-02-23 |Alexander Nabert| inland []
|../jungle/articles/0380_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|../jungle/articles/0223_Entpolitisiertes Gedenken.txt| https://jungle.world/artikel/2018/01/entpolitisiertes-gedenken 2018-01-04 |Martin Brandt| inland []
|../jungle/articles/2849_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|../jungle/articles/4604_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
../nachdenkseiten/articles/31683.txt http://www.nachdenkseiten.de/?p=31683 2016-03-01 Redaktion |['Hinweise des Tages']|
../neues-deutschland/nd_texts/1077348.eu-parlament-gedenkt-holocaust https://www.neues-deutschland.de/artikel/1077348.eu-parlament-gedenkt-holocaust.html 2018-01-19 None politics |radically left| |['Antisemitismus', 'Europäische', 'Union', 'Holocaust', 'Juden', 'Sinti', 'und', 'Roma']|
|../jungle/articles/2559_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
../derfreitag/data/1001.txt https://www.freitag.de/autoren/der-freitag/die-ernte-verrottet-1 2017-12-07 |['Patrisse Khan-Cullors','Heinz Lambarth']| None
../derfreitag/data/571.txt https://www.freitag.de/autoren/yas/es-war-einmal 2016-03-22 |['Patrisse Khan-Cullors','Jr'S China Blog','Joachim Petrick']| None
../derfreitag/data/266.txt https://www.freitag.de/autoren/katharina-schmitz/stolpert-doch-mal-ueber-die-plattensammlung 2017-12-21 |['Patrisse Khan-Cullors']| None
|../jungle/articles/0841_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
../neues-deutschland/nd_texts/1075392.debatte-ueber-donald-trump-taenzelt-trump-zum-jagdschein https://www.neues-deutschland.de/artikel/1075392.debatte-ueber-donald-trump-taenzelt-trump-zum-jagdschein.html 2017-12-13 |Reiner Oschmann| politics |radically left| |['Donald', 'Trump', 'US-Präsident', 'USA']|
