pi_texts/schulzens-entgleisung-warum-schweigt-die-presse http://www.pi-news.net/2018/01/schulzens-entgleisung-warum-schweigt-die-presse/ 2018-01-16 |None| None |radically right| |Altparteien Groko Lügenpresse Martin Schulz Medien Nazi|
pi_texts/nicolaus-fest-warum-merkel-erfolg-im-intellektuellen-milieu-hat http://www.pi-news.net/2018/01/nicolaus-fest-warum-merkel-erfolg-im-intellektuellen-milieu-hat/ 2018-01-16 |None| None |radically right| |intellektuelle Merkel Merkelismus Nicolaus Fest|
pi_texts/sigmar-gabriel-tuerken-haben-deutschland-aufgebaut http://www.pi-news.net/2018/01/sigmar-gabriel-tuerken-haben-deutschland-aufgebaut/ 2018-01-16 |None| None |radically right| |Altparteien Deutschenfeindlichkeit Sigmar Gabriel Türkei Wiederaufbau|
pi_texts/rohrkrepierer-fuer-den-spiegel-pour-le-merite-fuer-compact http://www.pi-news.net/2018/01/rohrkrepierer-fuer-den-spiegel-pour-le-merite-fuer-compact/ 2018-01-15 |PETER BARTELS| None |radically right| |Amann Bartels Compact Elsässer Spiegel|
pi_texts/eilt-schulz-in-dortmund-als-volksverraeter-beschimpft http://www.pi-news.net/2018/01/eilt-schulz-in-dortmund-als-volksverraeter-beschimpft/ 2018-01-15 |None| None |radically right| |Altparteien Martin Schulz SPD Volksverräter|
pi_texts/frauen-die-maenner-hassen http://www.pi-news.net/2018/01/frauen-die-maenner-hassen/ 2018-01-15 |NADINE HOFFMANN| None |radically right| |Feminismus Frauen Gender Nadine Hoffmann Political Correctness|
pi_texts/prozess-in-stuttgart-keine-u-haft-fuer-geiselnehmer http://www.pi-news.net/2018/01/prozess-in-stuttgart-keine-u-haft-fuer-geiselnehmer/ 2018-01-15 |None| None |radically right| |Inxi Islamisierung Deutschlands Zwangsehe|
pi_texts/orban-wir-muessen-diese-moslemische-voelkerwanderung-stoppen http://www.pi-news.net/2018/01/orban-wir-muessen-diese-moslemische-voelkerwanderung-stoppen/ 2018-01-15 |MICHAEL STÜRZENBERGER| None |radically right| |Europa Flüchtlinge Orban Stürzenberger|
pi_texts/afghanische-mufl-schlagen-polizeibeamten-krankenhausreif http://www.pi-news.net/2018/01/afghanische-mufl-schlagen-polizeibeamten-krankenhausreif/ 2018-01-15 |None| None |radically right| |afghanische Jugendliche Arcaden Eugen Prinz MUFL Polizist Regensburg zusammengeschlagen|
pi_texts/eu-beschluss-fluechtlinge-duerfen-sich-ziel-land-aussuchen http://www.pi-news.net/2018/01/eu-beschluss-fluechtlinge-duerfen-sich-ziel-land-aussuchen/ 2018-01-15 |MICHAEL STÜRZENBERGER| None |radically right| |Asyl Europa Flüchtlinge Stürzenberger|
pi_texts/diaa-auf-facebook-ich-werde-die-deutschen-islamisieren http://www.pi-news.net/2018/01/diaa-auf-facebook-ich-werde-die-deutschen-islamisieren/ 2018-01-15 |None| None |radically right| |Diaa KiKAgate Lügenmedien|
pi_texts/versuch-der-totalsperrung-von-martin-sellner-bei-youtube http://www.pi-news.net/2018/01/versuch-der-totalsperrung-von-martin-sellner-bei-youtube/ 2018-01-15 |MAX THOMA| None |radically right| |Identitäre Martin Sellner Meinungsfreiheit Zensur|
pi_texts/michael-stuerzenberger-rockt-pro-koeln-neujahrsempfang http://www.pi-news.net/2018/01/michael-stuerzenberger-rockt-pro-koeln-neujahrsempfang/ 2018-01-14 |None| None |radically right| ||
pi_texts/schwaebisches-rattenrennen-cdu-nennt-boris-palmer-rassistisch http://www.pi-news.net/2018/01/schwaebisches-rattenrennen-cdu-nennt-boris-palmer-rassistisch/ 2018-01-14 |WINSTON WÖRNLE| None |radically right| |Altparteien Boris Palmer CDU Flüchtlinge Grüne Rassismus|
pi_texts/gerhart-hauptmann-schule-berlin-fuenf-jahre-anarchie http://www.pi-news.net/2018/01/gerhart-hauptmann-schule-berlin-fuenf-jahre-anarchie/ 2018-01-14 |None| None |radically right| |Asyl-Irrsinn Flüchtlinge Gerhart-Hauptmann-Schule Kreuzberg|
pi_texts/spd-fuehrungsriege-nach-sondierungsmarathon-ziemlich-am-ende http://www.pi-news.net/2018/01/spd-fuehrungsriege-nach-sondierungsmarathon-ziemlich-am-ende/ 2018-01-14 |None| None |radically right| |Bundesregierung Merkel Schulz SPD|
pi_texts/fluechtlingswelle-fuehrt-zur-weiteren-verknappung-von-spenderorganen http://www.pi-news.net/2018/01/fluechtlingswelle-fuehrt-zur-weiteren-verknappung-von-spenderorganen/ 2018-01-14 |EUGEN PRRINZ| None |radically right| |Asyl-Irrsinn Eugen Prinz Flüchtlinge Hepatitis C Organspenden rückläufig Transplantationen|
pi_texts/der-hessische-rundfunk-und-der-eiertanz-um-diaas-alter http://www.pi-news.net/2018/01/der-hessische-rundfunk-und-der-eiertanz-um-diaas-alter/ 2018-01-14 |None| None |radically right| |Diaa Hessischer Rundfunk Islamisierung Deutschlands Kika|
pi_texts/spd-vorsitzender-schulz-dementiert-im-zdf-eine-obergrenze http://www.pi-news.net/2018/01/spd-vorsitzender-schulz-dementiert-im-zdf-eine-obergrenze/ 2018-01-13 |None| None |radically right| |Alster Europa Flüchtlinge Hübner Schulz|
pi_texts/interview-des-us-radiosenders-secure-freedom-mit-stuerzenberger http://www.pi-news.net/2018/01/interview-des-us-radiosenders-secure-freedom-mit-stuerzenberger/ 2018-01-13 |None| None |radically right| |Interview Radio Stürzenberger US-Radio USA|
pi_texts/berlin-zehlendorf-bestialischer-raubueberfall-auf-87-jaehrige http://www.pi-news.net/2018/01/berlin-zehlendorf-bestialischer-raubueberfall-auf-87-jaehrige/ 2018-01-13 |JOHANNES DANIELS| None |radically right| |Berlin-Zehlendorf Migrantengewalt Raubüberfall auf 87-Jährige|
pi_texts/bild-kika-mohammed-hat-pierre-vogel-auf-facebook-geliked http://www.pi-news.net/2018/01/bild-kika-mohammed-hat-pierre-vogel-auf-facebook-geliked/ 2018-01-13 |MICHAEL STÜRZENBERGER| None |radically right| |Islam Kika Stürzenberger|
pi_texts/staatsversagen-was-die-buerger-alles-muessen-und-nicht-kriegen http://www.pi-news.net/2018/01/staatsversagen-was-die-buerger-alles-muessen-und-nicht-kriegen/ 2018-01-13 |None| None |radically right| |Kewil Merkelismus Staatsversagen|
pi_texts/facebook-loescht-sachlichen-post-von-afd-mdb-martin-sichert http://www.pi-news.net/2018/01/facebook-loescht-sachlichen-post-von-afd-mdb-martin-sichert/ 2018-01-13 |EUGEN PRINZ| None |radically right| |Eugen Prinz Facebook Martin Sichert Netzwerkdurchsetzungsgesetz Post gelöscht|
pi_texts/tali-bahn-irrer-afghane-legt-gleich-drei-zuege-in-bayern-lahm http://www.pi-news.net/2018/01/tali-bahn-irrer-afghane-legt-gleich-drei-zuege-in-bayern-lahm/ 2018-01-13 |MAX THOMA| None |radically right| |Asyl-Irrsinn Flüchtlinge Migrantengewalt|
pi_texts/die-politisch-ethische-korrektheit-erlebt-einen-neuen-hoehenflug http://www.pi-news.net/2018/01/die-politisch-ethische-korrektheit-erlebt-einen-neuen-hoehenflug/ 2018-01-12 |None| None |radically right| |Cantaloop Kampf gegen Rechts™ Political Correctness|
pi_texts/jf-tv-zwietracht-frankfurt-die-doppelmoral-des-peter-fischer http://www.pi-news.net/2018/01/jf-tv-zwietracht-frankfurt-die-doppelmoral-des-peter-fischer/ 2018-01-12 |None| None |radically right| |Eintracht Frankfurt Kampf gegen Rechts™|
pi_texts/leipzig-syrer-sippe-mordet-wegen-cabrio http://www.pi-news.net/2018/01/leipzig-syrer-sippe-mordet-wegen-cabrio/ 2018-01-12 |JOHANNES DANIELS| None |radically right| |Asyl-Irrsinn Flüchtlinge Migrantengewalt Syrer|
pi_texts/die-groko-des-grauens http://www.pi-news.net/2018/01/die-groko-des-grauens/ 2018-01-12 |None| None |radically right| |Altparteien Groko Merkel Schulz Seehofer|
pi_texts/bildung-als-provokation-liessmann-klaert-auf http://www.pi-news.net/2018/01/bildung-als-provokation-liessmann-klaert-auf/ 2018-01-12 |None| None |radically right| |Buchtipp|
pi_texts/muenchner-medien-bauen-jungen-imam-fuer-neues-islamzentrum-auf http://www.pi-news.net/2018/01/muenchner-medien-bauen-jungen-imam-fuer-neues-islamzentrum-auf/ 2018-01-12 |MICHAEL STÜRZENBERGER| None |radically right| |Islam Popal Stürzenberger|
pi_texts/klonovsky-one-shithole-statt-one-world http://www.pi-news.net/2018/01/klonovsky-one-shithole-statt-one-world/ 2018-01-12 |None| None |radically right| |Afrika Shithole Trump USA|
pi_texts/fussgaengerzone-hanau-brutale-vergewaltigung-am-helllichten-tag http://www.pi-news.net/2018/01/fussgaengerzone-hanau-brutale-vergewaltigung-am-helllichten-tag/ 2018-01-12 |DAVID DEIMER| None |radically right| |Asyl-Irrsinn Flüchtlinge Migrantegewalt Rapefugees|
pi_texts/merkel-kauft-die-schulz-spd-auf-kosten-deutschlands http://www.pi-news.net/2018/01/merkel-kauft-die-schulz-spd-auf-kosten-deutschlands/ 2018-01-12 |WOLFGANG HÜBNER| None |radically right| |Bundesregierung Durchbruch Hübner Koalitionsverhandlungen Merkel Schulz|
pi_texts/deutschland-sollte-jerusalem-als-hauptstadt-israels-anerkennen http://www.pi-news.net/2018/01/deutschland-sollte-jerusalem-als-hauptstadt-israels-anerkennen/ 2018-01-12 |None| None |radically right| |AfD Bundestag Israel-Antrag Jerusalem|
pi_texts/aus-gegebenem-anlass-ard-nebelkerzen-zur-scharia http://www.pi-news.net/2018/01/aus-gegebenem-anlass-ard-nebelkerzen-zur-scharia/ 2018-01-12 |SARAH GOLDMANN| None |radically right| |ARD Islam Lügenpresse|
pi_texts/laut-gedacht-65-islamisierung-im-kinderfernsehen http://www.pi-news.net/2018/01/laut-gedacht-65-islamisierung-im-kinderfernsehen/ 2018-01-11 |None| None |radically right| |Laut Gedacht|
pi_texts/koeln-chorweiler-symptom-des-niedergangs http://www.pi-news.net/2018/01/koeln-chorweiler-symptom-des-niedergangs/ 2018-01-11 |MARKUS WIENER| None |radically right| |Köln Umvolkung Wiener|
pi_texts/alb-traumpaar-morchid-und-juliane-schleierfahndung-in-hannover http://www.pi-news.net/2018/01/alb-traumpaar-morchid-und-juliane-schleierfahndung-in-hannover/ 2018-01-11 |JOHANNES DANIELS| None |radically right| |Asyl-Irrsinn Einwanderung Flüchtlinge MUFL Rapefugees|
pi_texts/niedersachsen-58-prozent-der-mufls-luegen-beim-alter http://www.pi-news.net/2018/01/niedersachsen-58-prozent-der-mufls-luegen-beim-alter/ 2018-01-11 |None| None |radically right| |Asyl-Irrsinn Flüchtlinge MUFL|
pi_texts/wie-die-tagesthemen-den-mord-an-mia-instrumentalisieren http://www.pi-news.net/2018/01/wie-die-tagesthemen-den-mord-an-mia-instrumentalisieren/ 2018-01-11 |None| None |radically right| |Journalistenwatch Kandel PI-NEWS Tagesthemen|
pi_texts/kika-sprecherin-nochmalige-ausstrahlung-war-nicht-geplant http://www.pi-news.net/2018/01/kika-sprecherin-nochmalige-ausstrahlung-war-nicht-geplant/ 2018-01-11 |MICHAEL STÜRZENBERGER| None |radically right| |Islam Kika Stürzenberger|
pi_texts/brandserie-in-niederbayern-die-auslaenderfeinde-waren-es http://www.pi-news.net/2018/01/brandserie-in-niederbayern-die-auslaenderfeinde-waren-es/ 2018-01-11 |EUGEN PRINZ| None |radically right| |Adlkofen Brandserie Brandstiftung Kriminalität Niederbayern|
pi_texts/raeuberpistole-ali-baba-und-die-40-engsten-familienangehoerigen http://www.pi-news.net/2018/01/raeuberpistole-ali-baba-und-die-40-engsten-familienangehoerigen/ 2018-01-10 |MAX THOMA| None |radically right| |Asyl-Irrsinn Familiennachzug|
pi_texts/die-duemmsten-affen-der-empoerungsmaschinerie http://www.pi-news.net/2018/01/die-duemmsten-affen-der-empoerungsmaschinerie/ 2018-01-10 |None| None |radically right| |lsg Political Correctness Rassismus|
pi_texts/das-freispruch-urteil-im-islamfaschismus-hakenkreuz-prozess http://www.pi-news.net/2018/01/das-freispruch-urteil-im-islamfaschismus-hakenkreuz-prozess/ 2018-01-10 |None| None |radically right| |Islam Justiz Stürzenberger|
pi_texts/hildesheim-mufl-mit-neuartigem-dna-test-ueberfuehrt http://www.pi-news.net/2018/01/hildesheim-mufl-mit-neuartigem-dna-test-ueberfuehrt/ 2018-01-10 |None| None |radically right| |Asyl-Irssinn DNA Dr. Horvarth Flüchtlinge MUFL|
pi_texts/alarmstufe-roth-der-dreiste-amtsmissbrauch-der-bundestagsvize http://www.pi-news.net/2018/01/alarmstufe-roth-der-dreiste-amtsmissbrauch-der-bundestagsvize/ 2018-01-10 |DAVID DEIMER| None |radically right| |AfD Claudia Roth Die Grünen|
pi_texts/karlsruhe-bpe-informiert-ueber-ditib http://www.pi-news.net/2018/01/karlsruhe-bpe-informiert-ueber-ditib/ 2018-01-10 |None| None |radically right| |BPE Islamaufklärung Karlsruhe-DITIB-Moschee|
pi_texts/griechenland-schraenkt-scharia-rechtsprechung-von-muslimen-ein http://www.pi-news.net/2018/01/griechenland-schraenkt-scharia-rechtsprechung-von-muslimen-ein/ 2018-01-10 |None| None |radically right| |Griechenland Islam Tsipras|
pi_texts/wien-strafe-und-gefaengnisandrohung-fuer-zeigen-der-israelflagge http://www.pi-news.net/2018/01/wien-strafe-und-gefaengnisandrohung-fuer-zeigen-der-israelflagge/ 2018-01-10 |None| None |radically right| |Islam Judenhass lsg|
pi_texts/sigmar-gabriels-auswaertiges-amt-startet-familiennachzug http://www.pi-news.net/2018/01/sigmar-gabriels-auswaertiges-amt-startet-familiennachzug/ 2018-01-09 |DAVID DEIMER| None |radically right| |Asyl-Irrsinn Einwanderung Familiennachzug Flüchtlinge Sigmar Gabriel|
pi_texts/bayern-19-jaehrige-irakerin-neben-ihrem-baby-ermordet http://www.pi-news.net/2018/01/bayern-19-jaehrige-irakerin-neben-ihrem-baby-ermordet/ 2018-01-09 |MAX THOMA| None |radically right| |Asyl-Irrsinn Migrantengewalt|
pi_texts/hamburg-aids-mazedonier-vergewaltigt-und-beraubt-82-jaehrige http://www.pi-news.net/2018/01/hamburg-aids-mazedonier-vergewaltigt-und-beraubt-82-jaehrige/ 2018-01-09 |JOHANNES DANIELS| None |radically right| |Flüchtlinge Migrantengewalt Rapefugees Vergewaltigung|
pi_texts/nicolaus-fest-endlich-in-gedruckter-form http://www.pi-news.net/2018/01/nicolaus-fest-endlich-in-gedruckter-form/ 2018-01-09 |None| None |radically right| |Buchtipp Fest|
pi_texts/bei-jungen-kriminellen-ist-die-herkunft-nicht-egal http://www.pi-news.net/2018/01/bei-jungen-kriminellen-ist-die-herkunft-nicht-egal/ 2018-01-09 |WOLFGANG HÜBNER| None |radically right| |Hübner Migrantengewalt Political Correctness Polizei|
pi_texts/kika-streicht-wiederholung-des-malvina-mohammed-films http://www.pi-news.net/2018/01/kika-streicht-wiederholung-des-malvina-mohammed-films/ 2018-01-09 |MICHAEL STÜRZENBERGER| None |radically right| |Islam Kika Stürzenberger|
pi_texts/rheine-suedlaender-pruegeln-42-jaehrigen-grundlos-ins-krankenhaus http://www.pi-news.net/2018/01/rheine-suedlaender-pruegeln-42-jaehrigen-grundlos-ins-krankenhaus/ 2018-01-09 |None| None |radically right| |Migrantengewalt|
pi_texts/die-luegen-der-angela-m http://www.pi-news.net/2018/01/die-luegen-der-angela-m/ 2018-01-08 |None| None |radically right| |Isma Merkelismus Terror|
pi_texts/live-ab-18-40-uhr-pegida-aus-dresden-9 http://www.pi-news.net/2018/01/live-ab-18-40-uhr-pegida-aus-dresden-9/ 2018-01-08 |None| None |radically right| |Pegida Dresden|
pi_texts/video-identitaere-auf-hohenzollernbruecke http://www.pi-news.net/2018/01/video-identitaere-auf-hohenzollernbruecke/ 2018-01-08 |None| None |radically right| |Bengalo Hohenzollernbrücke Identitäre Identitäre Bewegung Köln|
pi_texts/arbeiterwohlfahrt-fulda-verkuppelte-malvina-mit-moslem-syrer http://www.pi-news.net/2018/01/arbeiterwohlfahrt-fulda-verkuppelte-malvina-mit-moslem-syrer/ 2018-01-08 |MICHAEL STÜRZENBERGER| None |radically right| |Flüchtlinge Islam Kika Stürzenberger|
pi_texts/idiot-heiko-maas-auf-twitter-geloescht http://www.pi-news.net/2018/01/idiot-heiko-maas-auf-twitter-geloescht/ 2018-01-08 |JOHANNES DANIELS| None |radically right| |Facebook Hass Heiko Maas Meinungsfreiheit Tweet Twitter Zensurminister|
pi_texts/orban-bezeichnet-fluechtlinge-als-muslimische-invasoren http://www.pi-news.net/2018/01/orban-bezeichnet-fluechtlinge-als-muslimische-invasoren/ 2018-01-08 |MICHAEL STÜRZENBERGER| None |radically right| |Asyl Flüchtlinge Orban Stürzenberger|
pi_texts/die-spd-rache-an-deutschland-heisst-sawsan-chebli http://www.pi-news.net/2018/01/die-spd-rache-an-deutschland-heisst-sawsan-chebli/ 2018-01-08 |WOLFGANG HÜBNER| None |radically right| |Altparteien Islamisierung Deutschlands KZ-Besuch Sawsan Chebli SPD|
pi_texts/les-brigandes-what-the-fuck http://www.pi-news.net/2018/01/les-brigandes-what-the-fuck/ 2018-01-08 |None| None |radically right| |Islamisierung Europas Les Brigandes Widerstand|
pi_texts/ard-chef-fordert-erhoehung-der-rundfunkgebuehren-ab-2021 http://www.pi-news.net/2018/01/ard-chef-fordert-erhoehung-der-rundfunkgebuehren-ab-2021/ 2018-01-07 |EUGEN PRINZ| None |radically right| |Eugen Prinz Gebührenerhöhung Gehirnwäsche GEZ Sender Ulrich Wilhelm|
pi_texts/abschiebungen-nicht-moeglich-israel-zeigt-wies-geht http://www.pi-news.net/2018/01/abschiebungen-nicht-moeglich-israel-zeigt-wies-geht/ 2018-01-07 |None| None |radically right| |Flüchtlinge Israel Netanjahu|
pi_texts/identitaere-zuenden-bengalos-auf-koelner-hohenzollernbruecke http://www.pi-news.net/2018/01/identitaere-zuenden-bengalos-auf-koelner-hohenzollernbruecke/ 2018-01-07 |None| None |radically right| |Identitäre Identitäre Bewegung Patriotismus Widerstand|
pi_texts/kika-love-story-zwischem-moslem-syrer-und-16-jaehriger-deutscher http://www.pi-news.net/2018/01/kika-love-story-zwischem-moslem-syrer-und-16-jaehriger-deutscher/ 2018-01-07 |MICHAEL STÜRZENBERGER| None |radically right| |Flüchtlinge Kika Propaganda Stürzenberger|
pi_texts/spd-staatssekretaer-wiese-will-keine-afd-spieler-im-fc-bundestag http://www.pi-news.net/2018/01/spd-staatssekretaer-wiese-will-keine-afd-spieler-im-fc-bundestag/ 2018-01-07 |None| None |radically right| |AfD Dirk Wiese FC Bundestag Kampf gegen Rechts™|
pi_texts/gegenrede-rene-springer-hat-recht http://www.pi-news.net/2018/01/gegenrede-rene-springer-hat-recht/ 2018-01-07 |None| None |radically right| |AfD Iran Islam|
pi_texts/facebook-sperrt-silvana-heissenberg-wegen-brandbrief-an-merkel http://www.pi-news.net/2018/01/facebook-sperrt-silvana-heissenberg-wegen-brandbrief-an-merkel/ 2018-01-07 |MICHAEL STÜRZENBERGER| None |radically right| |Facebook Heißenberg Merkel Stürzenberger|
pi_texts/halbneger-ist-kein-wort-fuer-patrioten http://www.pi-news.net/2018/01/halbneger-ist-kein-wort-fuer-patrioten/ 2018-01-07 |WOLFGANG HÜBNER| None |radically right| |Hübner Meier Noah Becker|
pi_texts/armin-laschet-auf-der-flucht-vor-den-buergern http://www.pi-news.net/2018/01/armin-laschet-auf-der-flucht-vor-den-buergern/ 2018-01-07 |None| None |radically right| |Armin Laschet Patriotismus Widerstand|
pi_texts/angriff-islamischer-terroristen-in-myanmar http://www.pi-news.net/2018/01/angriff-islamischer-terroristen-in-myanmar/ 2018-01-07 |None| None |radically right| |Asyl-Irrsinn Flüchtlinge Islam Myanmar Rohingya|
pi_texts/duesseldorf-ali-wollte-einen-tuersteher-totfahren http://www.pi-news.net/2018/01/duesseldorf-ali-wollte-einen-tuersteher-totfahren/ 2018-01-07 |None| None |radically right| |Silvester|
pi_texts/darmstadt-16-jaehriger-afghane-sticht-zehn-mal-in-ex-freundin http://www.pi-news.net/2018/01/darmstadt-16-jaehriger-afghane-sticht-zehn-mal-in-ex-freundin/ 2018-01-07 |MICHAEL STÜRZENBERGER| None |radically right| |Afghanistan Asyl Stürzenberger|
